what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1486334858851
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1486334858852
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1486334858852
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1486334858853
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1486334858853
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1486334858854
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1486334858854
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1486334858854
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1486334858855
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1486334858855
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1486334858856
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1486334858857
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1486334858857
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1486334858858
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1486334858858
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1486334858859
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1486334858860
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1486334858861
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1486334858862
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1486334858862
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1486334858863
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1486334858864
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1486334858865
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1486334858865
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1486334858865
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1486334858866
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1486334858866
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1486334858867
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1486334858867
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1486334858868
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1486334858868
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1486334858869
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1486334858869
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1486334858870
started,bundle,com.altera.sbtgui.integration,12.1.1.243,"com.altera.sbtgui.integration",1486334858870
started,bundle,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch",1486334858871
started,bundle,com.altera.sbtgui.project,12.1.1.243,"com.altera.sbtgui.project",1486334858872
started,bundle,com.altera.systemconsole,12.1.1.243,"com.altera.systemconsole",1486334858872
started,bundle,com.altera.systemconsole.designs.plugin,12.1.1.243,"com.altera.systemconsole.designs.plugin",1486334858873
started,bundle,com.altera.systemconsole.scripting,12.1.1.243,"com.altera.systemconsole.scripting",1486334858873
started,bundle,com.altera.utilities,12.1.1.243,"com.altera.utilities",1486334858873
os,sysinfo,,,"linux",1486334858876
arch,sysinfo,,,"x86",1486334858876
ws,sysinfo,,,"gtk",1486334858876
locale,sysinfo,,,"en_US",1486334858876
processors,sysinfo,,,"8",1486334858876
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1486334858876
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1486334858876
java.specification.name,sysinfo,,,"Java Platform API Specification",1486334858876
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1486334858876
java.specification.version,sysinfo,,,"1.6",1486334858876
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1486334858876
java.version,sysinfo,,,"1.6.0_23",1486334858876
java.vm.info,sysinfo,,,"mixed mode",1486334858876
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1486334858876
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1486334858876
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1486334858876
java.vm.specification.version,sysinfo,,,"1.0",1486334858876
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1486334858876
java.vm.version,sysinfo,,,"19.0-b09",1486334858876
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1486334862130
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486334936039
started,bundle,com.altera.sbtgui.ui,12.1.1.243,"com.altera.sbtgui.ui",1486334939985
started,bundle,com.altera.sbtgui.core,12.1.1.243,"com.altera.sbtgui.core",1486334939999
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1486334940153
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1486334940156
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1486334940157
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1486334940157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486334940295
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1486335059668
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1486335059705
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1486335061388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335065683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335076116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335117599
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1486335119234
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1486335119238
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1486335121251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335121557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335122023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335122301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335123004
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486335321675
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1486335321683
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486335321742
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486335321757
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1486335322178
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486335326904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335333037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335336921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486335339490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486335365012
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486335391429
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486335391536
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486335391571
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486335391595
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486335410610
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486335410643
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486335410644
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1486335410653
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1486335588770
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1486335588775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335591455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335607209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335610845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335613711
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486335614891
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486335615472
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1486335615506
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1486335615516
