what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1486864882204
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1486864882204
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1486864882205
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1486864882206
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1486864882207
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1486864882207
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1486864882207
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1486864882208
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1486864882208
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1486864882208
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1486864882209
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1486864882210
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1486864882210
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1486864882211
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1486864882211
started,bundle,com.altera.sbtgui.core,12.1.1.243,"com.altera.sbtgui.core",1486864882212
started,bundle,com.altera.sbtgui.integration,12.1.1.243,"com.altera.sbtgui.integration",1486864882212
started,bundle,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch",1486864882213
started,bundle,com.altera.sbtgui.project,12.1.1.243,"com.altera.sbtgui.project",1486864882213
started,bundle,com.altera.systemconsole,12.1.1.243,"com.altera.systemconsole",1486864882213
started,bundle,com.altera.systemconsole.designs.plugin,12.1.1.243,"com.altera.systemconsole.designs.plugin",1486864882214
started,bundle,com.altera.systemconsole.scripting,12.1.1.243,"com.altera.systemconsole.scripting",1486864882214
started,bundle,com.altera.utilities,12.1.1.243,"com.altera.utilities",1486864882214
os,sysinfo,,,"linux",1486864882217
arch,sysinfo,,,"x86",1486864882217
ws,sysinfo,,,"gtk",1486864882217
locale,sysinfo,,,"en_US",1486864882217
processors,sysinfo,,,"8",1486864882217
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1486864882217
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1486864882217
java.specification.name,sysinfo,,,"Java Platform API Specification",1486864882217
