what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1489011081082
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1489011081082
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1489011081082
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1489011081083
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1489011081084
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1489011081084
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1489011081085
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1489011081085
started,bundle,com.altera.sbtgui.integration,12.1.1.243,"com.altera.sbtgui.integration",1489011081085
started,bundle,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch",1489011081086
started,bundle,com.altera.sbtgui.project,12.1.1.243,"com.altera.sbtgui.project",1489011081086
started,bundle,com.altera.systemconsole,12.1.1.243,"com.altera.systemconsole",1489011081087
started,bundle,com.altera.systemconsole.designs.plugin,12.1.1.243,"com.altera.systemconsole.designs.plugin",1489011081087
started,bundle,com.altera.systemconsole.scripting,12.1.1.243,"com.altera.systemconsole.scripting",1489011081087
started,bundle,com.altera.utilities,12.1.1.243,"com.altera.utilities",1489011081088
os,sysinfo,,,"linux",1489011081090
arch,sysinfo,,,"x86",1489011081090
ws,sysinfo,,,"gtk",1489011081090
locale,sysinfo,,,"en_US",1489011081090
processors,sysinfo,,,"8",1489011081090
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1489011081090
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1489011081090
java.specification.name,sysinfo,,,"Java Platform API Specification",1489011081090
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1489011081090
java.specification.version,sysinfo,,,"1.6",1489011081090
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1489011081090
java.version,sysinfo,,,"1.6.0_23",1489011081090
java.vm.info,sysinfo,,,"mixed mode",1489011081090
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1489011081090
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1489011081090
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1489011081090
java.vm.specification.version,sysinfo,,,"1.0",1489011081090
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1489011081090
java.vm.version,sysinfo,,,"19.0-b09",1489011081090
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1489011081942
started,bundle,com.altera.sbtgui.core,12.1.1.243,"com.altera.sbtgui.core",1489011086108
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1489011086150
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1489011086154
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1489011086317
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1489011086338
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1489011086405
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1489011090690
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1489011091582
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1489011091586
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1489011091587
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1489011091588
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1489011091652
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011091684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011091739
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1489011094454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011097403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011097741
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1489011103741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011108572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011187075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011188480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011199503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011204587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011208491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011218490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011231291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011234794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011235393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011235926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011236248
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1489011240984
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1489011240992
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1489011241015
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1489011241030
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1489011241628
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1489011241684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011249434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011295019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011314506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011318352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011331749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011355286
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1489011358431
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1489011360043
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1489011360044
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1489011360052
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011367558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011367897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011371092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011371907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489011386879
