what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1365717894890
java.vm.version,sysinfo,,,"14.0-b16",1365717894890
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1365717898803
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1365717898837
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1365717901190
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1365717901978
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1365717902350
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1365717904635
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1365717910935
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1365717914330
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1365717918710
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1365717935822
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1365717940498
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1365717940864
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1365717941459
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1365717942040
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1365717942843
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1365717946786
started,bundle,org.eclipse.cdt.managedbuilder.ui,5.1.0.200909110608,"org.eclipse.cdt.managedbuilder.ui",1365717950742
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1365717991999
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1365717992015
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1365717995298
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1365717995373
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1365717995380
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1365717996753
